Density,Interference,Sociality,residence_time,std_residence_time,mean_expected_consumption_rate,std_expected_consumption_rate,Replicate
0.4,0.1,0,1.041210352,0.026665146,0.892492617,0.009764905,16
0.4,0.1,0,1.040797545,0.026664412,0.894943586,0.009771745,17
0.4,0.1,0,1.040175905,0.026449192,0.89453784,0.009776843,18
0.4,0.1,0,1.040371381,0.026343485,0.895279944,0.009758291,19
0.4,0.1,0,1.04042966,0.026500771,0.894027293,0.009724987,20
0.4,0.1,0,1.041303841,0.02663358,0.894295814,0.009744036,21
0.4,0.1,0,1.040807258,0.026482759,0.894255467,0.009763044,22
0.4,0.1,0,1.041528457,0.026671517,0.894258382,0.009717146,23
0.4,0.1,0,1.040843682,0.026467082,0.893682909,0.009746661,24
0.4,0.1,0,1.040392022,0.026440384,0.894748878,0.009797986,25
0.4,0.1,0,1.040787831,0.026822689,0.894594816,0.009783874,26
0.4,0.1,0,1.040830326,0.026523018,0.894510532,0.009767018,27
0.4,0.1,0,1.041561239,0.026830418,0.893516489,0.009754649,28
0.4,0.1,0,1.040026565,0.026292021,0.894605358,0.009742736,29
0.4,0.1,0,1.04071984,0.026591743,0.893600174,0.009721716,30
0.4,0.1,0,1.041073154,0.026674594,0.894873916,0.009696332,31
0.4,0.1,0,1.040355597,0.026104489,0.895136629,0.009772056,32
0.4,0.1,0,1.041057371,0.026534115,0.894537638,0.009758207,33
0.4,0.1,0,1.040562001,0.026648826,0.895051408,0.00975328,34
0.4,0.1,0,1.041011233,0.026650009,0.893450236,0.009744383,35
0.4,0.1,0,1.040393236,0.026583976,0.894719811,0.009702322,36
0.4,0.1,0,1.040070274,0.026413821,0.895219096,0.009820952,37
0.4,0.1,0,1.040345884,0.026608016,0.89409304,0.009690667,38
0.4,0.1,0,1.041399758,0.026811677,0.893411935,0.009752144,39
0.4,0.1,0,1.040167406,0.026825483,0.895168756,0.009770749,40
0.4,0.1,0,1.040917744,0.026414362,0.893316401,0.00973192,41
0.4,0.1,0,1.040419947,0.02644485,0.893300331,0.009688379,42
0.4,0.1,0,1.041260132,0.026442132,0.894205062,0.009772473,43
0.4,0.1,0,1.040832755,0.026556273,0.894121167,0.009772893,44
0.4,0.1,0,1.041029445,0.026587728,0.89307252,0.009756321,45
0.4,0.1,0,1.040178333,0.026490891,0.89530665,0.009776738,46
0.4,0.1,0,1.042310363,0.026675085,0.893671629,0.009735352,47
0.4,0.1,0,1.040870393,0.026325901,0.893948324,0.00972788,48
0.4,0.1,0,1.040785403,0.026507637,0.89329561,0.009789681,49
0.4,0.1,0,1.041056156,0.026664443,0.894460077,0.009765267,50
0.4,0.1,0.5,1.19190824,0.053492075,0.871135813,0.010321438,1
0.4,0.1,0.5,1.201340897,0.054900817,0.871130674,0.010520644,2
0.4,0.1,0.5,1.191059556,0.052500779,0.873069095,0.010196956,3
0.4,0.1,0.5,1.220163715,0.056633013,0.866729074,0.010101147,4
0.4,0.1,0.5,1.200147397,0.05496188,0.872062491,0.011029064,5
0.4,0.1,0.5,1.201393105,0.055743197,0.868846496,0.010288392,6
0.4,0.1,0.5,1.186926622,0.053874052,0.873467344,0.01063973,7
0.4,0.1,0.5,1.192618512,0.054011879,0.869518173,0.01072084,8
0.4,0.1,0.5,1.189215277,0.053738216,0.874453772,0.010288779,9
0.4,0.1,0.5,1.205324491,0.055843051,0.870195339,0.011042642,10
0.4,0.1,0.5,1.199522114,0.054470224,0.869964644,0.010682963,11
0.4,0.1,0.5,1.192912334,0.05336173,0.873020985,0.01004767,12
0.4,0.1,0.5,1.193916428,0.054461513,0.872963623,0.010374539,13
0.4,0.1,0.5,1.222004351,0.057143169,0.868049361,0.00981786,14
0.4,0.1,0.5,1.185019208,0.052694339,0.874803262,0.010680366,15
0.4,0.1,0.5,1.194149543,0.055184443,0.872113395,0.011276011,16
0.4,0.1,0.5,1.19240968,0.055353347,0.872699339,0.010658629,17
0.4,0.1,0.5,1.190118597,0.053730392,0.869679903,0.009917361,18
0.4,0.1,0.5,1.187091745,0.053909114,0.871374959,0.01141596,19
0.4,0.1,0.5,1.178714177,0.053395035,0.870775794,0.010893922,20
0.4,0.1,0.5,1.196250006,0.054442939,0.874291884,0.010755505,21
0.4,0.1,0.5,1.188441869,0.05391609,0.875843992,0.010697504,22
0.4,0.1,0.5,1.201809555,0.055199545,0.867877422,0.010861136,23
0.4,0.1,0.5,1.193264435,0.053728772,0.871857029,0.0108345,24
0.4,0.1,0.5,1.198373538,0.053321001,0.866611451,0.010109348,25
0.4,0.1,0.5,1.18632198,0.053115873,0.869095264,0.01035124,26
0.4,0.1,0.5,1.195667219,0.054339307,0.871517379,0.010743308,27
0.4,0.1,0.5,1.203367297,0.055386662,0.870485695,0.01097831,28
0.4,0.1,0.5,1.19503708,0.055124301,0.871532006,0.01071815,29
0.4,0.1,0.5,1.184253085,0.053344868,0.87146773,0.011482812,30
0.4,0.1,0.5,1.175616905,0.051947975,0.878111324,0.010419173,31
0.4,0.1,0.5,1.180712652,0.052542692,0.875137698,0.010842677,32
0.4,0.1,0.5,1.170705707,0.05093411,0.873515638,0.011523186,33
0.4,0.1,0.5,1.190039678,0.054200254,0.875424354,0.011179065,34
0.4,0.1,0.5,1.18659759,0.052752459,0.866359221,0.011048345,35
0.4,0.1,0.5,1.197136329,0.055241888,0.872659375,0.010423531,36
0.4,0.1,0.5,1.179850612,0.052916779,0.876529082,0.010341304,37
0.4,0.1,0.5,1.179731626,0.052492571,0.878586281,0.01022454,38
0.4,0.1,0.5,1.18936583,0.053763842,0.874121727,0.010991281,39
0.4,0.1,0.5,1.185921314,0.053201774,0.872490272,0.010771112,40
0.4,0.1,0.5,1.191354592,0.054393474,0.873643296,0.011304102,41
0.4,0.1,0.5,1.184855299,0.052964376,0.866204781,0.011146964,42
0.4,0.1,0.5,1.206069973,0.055894607,0.871674123,0.010742124,43
0.4,0.1,0.5,1.184829802,0.053670719,0.873656481,0.010283272,44
0.4,0.1,0.5,1.206559272,0.05604322,0.86816892,0.01014378,45
0.4,0.1,0.5,1.205240715,0.055785181,0.87094163,0.010386775,46
0.4,0.1,0.5,1.213665635,0.056839105,0.869055555,0.010471192,47
0.4,0.1,0.5,1.188730835,0.053791825,0.868767856,0.010157751,48
0.4,0.1,0.5,1.221047609,0.056734543,0.866666159,0.010246116,49
0.4,0.1,0.5,1.177619022,0.05228301,0.877297897,0.010680218,50
0.4,0.1,1,1.192294337,0.055711394,0.872533146,0.010575985,1
0.4,0.1,1,1.244271686,0.06131317,0.853806916,0.010786427,2
0.4,0.1,1,1.200676762,0.056423921,0.86881967,0.010959473,3
0.4,0.1,1,1.243881947,0.061869654,0.846315013,0.013201846,4
0.4,0.1,1,1.201325113,0.057496749,0.861341304,0.010755247,5
0.4,0.1,1,1.207284114,0.058261312,0.859704087,0.011290935,6
0.4,0.1,1,1.20602505,0.057949127,0.866705328,0.010222944,7
0.4,0.1,1,1.222967165,0.059370102,0.862986938,0.011856665,8
0.4,0.1,1,1.224278436,0.061166863,0.862769485,0.011150144,9
0.4,0.1,1,1.222802042,0.058929684,0.86149108,0.010981472,10
0.4,0.1,1,1.209911513,0.057181011,0.864047265,0.010442531,11
0.4,0.1,1,1.202069381,0.057221836,0.873486877,0.010678423,12
0.4,0.1,1,1.215293798,0.059796994,0.860153147,0.015899354,13
0.4,0.1,1,1.224031966,0.05953494,0.862104066,0.009972595,14
0.4,0.1,1,1.214140364,0.058203337,0.858003938,0.014440286,15
0.4,0.1,1,1.239847358,0.060544635,0.855697474,0.010926628,16
0.4,0.1,1,1.232143638,0.059584211,0.855638128,0.011795267,17
0.4,0.1,1,1.21740883,0.057865148,0.865181918,0.01159,18
0.4,0.1,1,1.207196696,0.05551405,0.866124631,0.010879076,19
0.4,0.1,1,1.222686698,0.058587737,0.863552665,0.011149113,20
0.4,0.1,1,1.23015609,0.059800484,0.857052824,0.012459239,21
