Density,Interference,Sociality,patch_value,residence_time,se
2,0.1,0,6.2,1.041694578,4.41E-05
5,1,0.5,6,1.049805124,4.42E-05
5,0.1,0,6.1,1.046583219,4.47E-05
5,1,0.5,6.1,1.049573281,4.56E-05
2,0.5,0,5,0.999797945,4.57E-05
0.4,1,0,5.6,0.999878204,4.60E-05
2,0.1,0,6.3,1.042282651,4.61E-05
5,0.1,0,6.2,1.046832287,4.65E-05
5,1,0.5,5.1,1.049304987,4.70E-05
5,1,0,4.2,0.999508608,4.72E-05
5,1,0.5,6.2,1.049556466,4.74E-05
2,0.1,0,6,1.037439272,4.78E-05
2,0.1,0,6.4,1.042616223,4.85E-05
5,0.1,0,6.3,1.047590469,4.89E-05
5,1,0.5,6.3,1.049460523,4.94E-05
2,1,0,5,0.999658527,4.98E-05
5,1,0,8.2,1.001071001,5.02E-05
5,0.5,0,4.4,0.999834205,5.10E-05
2,0.1,0,6.5,1.043116121,5.14E-05
5,0.1,0,6.4,1.048167574,5.15E-05
5,1,0.5,5,1.049184623,5.17E-05
5,1,0.5,6.4,1.049436942,5.18E-05
0.4,0.5,0,8.8,1.000091785,5.30E-05
5,0.5,0.5,5.6,1.08074156,5.30E-05
5,0.5,0.5,5.7,1.079840161,5.31E-05
5,0.5,0.5,5.5,1.08178408,5.35E-05
5,0.5,0.5,5.8,1.079253833,5.39E-05
2,0.5,0,8.4,1.000608592,5.44E-05
5,1,1,5.8,1.086718404,5.44E-05
5,1,0.5,6.5,1.049388952,5.46E-05
5,0.5,0.5,5.4,1.082866596,5.48E-05
5,1,1,5.9,1.08493418,5.48E-05
2,0.1,0,6.6,1.043786107,5.49E-05
5,0.1,0,6.5,1.049184318,5.49E-05
5,1,1,5.7,1.088712004,5.49E-05
5,0.5,0.5,5.9,1.079133865,5.51E-05
5,1,1,6,1.083888285,5.59E-05
5,0.5,0,8,1.002590574,5.60E-05
5,1,1,5.6,1.091058251,5.63E-05
5,0.5,0.5,6,1.078973432,5.67E-05
5,0.5,0.5,5.3,1.084079544,5.70E-05
5,1,1,6.1,1.083475305,5.77E-05
5,1,0.5,6.6,1.049457387,5.78E-05
5,1,0.5,4.9,1.048859026,5.83E-05
5,1,1,5.5,1.093122852,5.85E-05
5,0.5,0.5,6.1,1.078746407,5.86E-05
5,0.1,0,6.6,1.050287109,5.88E-05
2,0.1,0,5.9,1.03416637,5.89E-05
2,0.1,0,6.7,1.044509663,5.90E-05
2,1,0.5,6.4,1.052817706,5.93E-05
2,1,0,8.7,1.000213805,5.93E-05
5,0.5,0,4.3,1.00003213,5.94E-05
5,0.5,1,5.7,1.098425064,5.95E-05
2,1,0.5,6.5,1.051410888,5.95E-05
5,0.5,1,5.8,1.096955692,5.95E-05
2,1,0.5,6.3,1.053984063,5.99E-05
5,1,1,6.2,1.08318289,6.00E-05
5,0.5,1,5.6,1.100418833,6.04E-05
5,0.5,1,5.9,1.096187538,6.04E-05
5,0.5,0.5,5.2,1.085201826,6.04E-05
2,1,0.5,6.6,1.050028494,6.06E-05
5,0.5,0.5,6.2,1.07877532,6.10E-05
2,1,0.5,6.2,1.055035371,6.17E-05
5,1,1,5.4,1.094993143,6.17E-05
5,1,0.5,6.7,1.049581199,6.17E-05
5,0.5,1,5.5,1.102612937,6.22E-05
5,0.5,1,6,1.096333913,6.24E-05
5,1,0,4.1,0.999447507,6.25E-05
2,1,0.5,6.7,1.048942071,6.28E-05
5,1,1,6.3,1.083432756,6.29E-05
0.4,0.5,0,5.6,0.999842528,6.31E-05
5,0.1,0,6.7,1.051601794,6.35E-05
5,0.5,0.5,6.3,1.078972896,6.38E-05
2,0.1,0,6.8,1.045410113,6.39E-05
2,0.5,0,8.5,1.000586962,6.44E-05
2,1,0.5,6.1,1.05581665,6.44E-05
5,0.5,1,6.1,1.096887956,6.48E-05
5,0.5,1,5.4,1.104429659,6.49E-05
5,0.5,0.5,5.1,1.086077994,6.53E-05
5,0.1,0,4.8,1.043706181,6.57E-05
2,1,0.5,6.8,1.047717976,6.58E-05
5,1,1,5.3,1.096313914,6.60E-05
5,1,1,6.4,1.083731401,6.62E-05
5,1,0.5,6.8,1.049823325,6.63E-05
2,1,0,4.9,0.99961032,6.68E-05
5,0.1,0.5,5.5,1.117902775,6.69E-05
5,0.5,0.5,6.4,1.079089288,6.70E-05
5,0.1,0.5,5.6,1.118292745,6.71E-05
5,1,0.5,4.8,1.048382449,6.74E-05
5,0.1,0.5,5.4,1.118196309,6.78E-05
5,0.5,1,6.2,1.097756546,6.78E-05
5,0.1,0.5,5.7,1.118704074,6.80E-05
2,1,0.5,6,1.05596912,6.83E-05
5,0.5,1,5.3,1.106118433,6.88E-05
5,0.1,0,6.8,1.05330408,6.92E-05
5,1,0,4,0.999516973,6.93E-05
5,0.1,0.5,5.3,1.118554131,6.95E-05
5,1,0,8.3,1.00144171,6.97E-05
2,0.1,0,6.9,1.046431235,6.97E-05
5,0.1,0.5,5.8,1.120061381,6.99E-05
2,1,0.5,6.9,1.04703209,7.02E-05
5,1,1,6.5,1.084224475,7.03E-05
5,0.5,0.5,6.5,1.079211562,7.08E-05
5,0.5,0,8.1,1.002980205,7.14E-05
5,0.5,1,6.3,1.098873934,7.15E-05
2,1,0,4.8,0.99971381,7.15E-05
2,0.5,0,4.9,0.999704451,7.16E-05
5,1,1,5.2,1.097386339,7.17E-05
5,1,0.5,6.9,1.050324752,7.18E-05
5,0.5,0,4.2,1.000033344,7.21E-05
5,0.5,0.5,5,1.086883593,7.22E-05
5,0.1,0.5,5.9,1.121607759,7.22E-05
5,0.1,0.5,5.2,1.119066232,7.25E-05
2,1,0.5,5.9,1.055721476,7.37E-05
5,0.5,1,5.2,1.107594627,7.40E-05
2,0.1,0,5.8,1.0311494,7.46E-05
5,1,1,6.6,1.084600535,7.48E-05
5,0.1,0.5,6,1.123757027,7.53E-05
5,0.5,0.5,6.6,1.079722994,7.53E-05
2,1,0.5,7,1.046515789,7.57E-05
5,0.5,1,6.4,1.100249304,7.58E-05
5,0.1,0,6.9,1.055378332,7.62E-05
2,0.1,0,7,1.047802735,7.70E-05
5,0.1,0.5,5.1,1.119573715,7.70E-05
5,0.1,1,5.6,1.143297359,7.71E-05
5,0.1,1,5.5,1.141755261,7.71E-05
5,0.1,1,5.7,1.145582809,7.81E-05
5,0.1,1,5.4,1.140576811,7.82E-05
2,0.5,0.5,6.4,1.08803129,7.82E-05
5,1,0.5,7,1.051160346,7.87E-05
2,0.5,0.5,6.3,1.089310536,7.88E-05
5,0.1,0.5,6.1,1.126233591,7.89E-05
2,0.5,0.5,6.5,1.086907068,7.92E-05
5,1,1,5.1,1.097950533,7.93E-05
5,1,0.5,4.7,1.047284967,7.94E-05
5,0.1,1,5.8,1.148492046,8.02E-05
5,1,1,6.7,1.085334264,8.03E-05
5,0.1,1,5.3,1.13986488,8.05E-05
5,0.5,1,5.1,1.108389668,8.06E-05
5,0.5,1,6.5,1.101672406,8.07E-05
5,0.5,0.5,6.7,1.080437918,8.07E-05
2,0.5,0.5,6.2,1.090065323,8.08E-05
2,1,0.5,5.8,1.055378955,8.12E-05
5,0.5,0.5,4.9,1.087111504,8.13E-05
5,1,0,3.9,0.999478895,8.13E-05
2,0.5,0.5,6.6,1.086181979,8.15E-05
2,1,0,8.8,1.000260064,8.22E-05
2,1,0.5,7.1,1.046421193,8.26E-05
2,0.5,0,4.8,0.999762889,8.30E-05
5,0.1,0.5,5,1.119725849,8.31E-05
5,0.1,1,5.9,1.151732213,8.31E-05
5,0.1,0.5,6.2,1.128880624,8.32E-05
2,1,1,6.5,1.096774538,8.34E-05
2,1,1,6.4,1.098320172,8.35E-05
5,0.1,1,5.2,1.138867006,8.37E-05
5,0.1,0,7,1.057335008,8.42E-05
2,1,1,6.6,1.094927279,8.46E-05
2,0.5,0.5,6.1,1.091313097,8.49E-05
2,0.5,0.5,6.7,1.085410727,8.53E-05
2,1,1,6.3,1.099821919,8.53E-05
2,0.1,0,7.1,1.049243242,8.55E-05
5,0.5,1,6.6,1.103239241,8.65E-05
5,1,1,6.8,1.086105345,8.66E-05
5,0.5,0,4.1,0.999940232,8.68E-05
5,1,0.5,7.1,1.052340524,8.69E-05
5,0.1,1,6,1.155269964,8.69E-05
5,0.5,0.5,6.8,1.081235664,8.72E-05
2,1,1,6.7,1.093452224,8.74E-05
5,0.1,0.5,6.3,1.131656568,8.81E-05
5,0.1,1,5.1,1.138061868,8.84E-05
2,1,1,6.2,1.101275222,8.90E-05
5,0.5,1,5,1.109232364,8.93E-05
5,1,1,5,1.098301614,8.93E-05
2,0.5,0.5,6.8,1.085120714,9.05E-05
2,1,0.5,7.2,1.046186411,9.07E-05
2,0.5,0.5,6,1.091666132,9.07E-05
0.4,1,0,5.5,0.999685732,9.07E-05
2,1,0.5,5.7,1.054298887,9.10E-05
5,0.1,1,6.1,1.158872831,9.14E-05
5,0.1,0.5,4.9,1.120065324,9.17E-05
2,1,1,6.8,1.09235415,9.19E-05
2,0.5,0,8.6,1.000802297,9.20E-05
2,0.1,0,5.7,1.028366335,9.24E-05
2,1,0,4.7,0.999692127,9.28E-05
5,0.5,1,6.7,1.104516724,9.31E-05
5,1,0,8.4,1.001795089,9.34E-05
5,0.5,0.5,4.8,1.087150096,9.36E-05
5,0.1,0.5,6.4,1.135194511,9.39E-05
5,0.1,0,7.1,1.059498983,9.39E-05
5,1,1,6.9,1.087000532,9.40E-05
5,0.5,0,8.2,1.003613759,9.43E-05
2,1,1,6.1,1.102098447,9.45E-05
5,0.5,0.5,6.9,1.082029068,9.45E-05
5,0.1,1,5,1.137135421,9.47E-05
5,1,0,3.8,0.999506181,9.48E-05
5,1,0.5,4.6,1.046075941,9.55E-05
2,0.5,1,6.4,1.122691574,9.58E-05
2,0.1,0,7.2,1.050909269,9.59E-05
0.4,0.1,0,7.1,1.038882984,9.60E-05
0.4,0.5,0,5.5,0.99975984,9.62E-05
2,0.5,1,6.5,1.120988151,9.63E-05
5,0.1,1,6.2,1.162308979,9.63E-05
2,0.5,1,6.3,1.1236926,9.68E-05
5,1,0.5,7.2,1.053760006,9.69E-05
0.4,0.1,0,7.2,1.041088807,9.70E-05
2,0.5,0.5,6.9,1.085256265,9.76E-05
2,1,1,6.9,1.091624162,9.81E-05
2,0.5,1,6.6,1.119539548,9.86E-05
0.4,0.1,0,7,1.036506933,9.88E-05
2,0.5,0.5,5.9,1.092181483,9.91E-05
2,1,0.5,7.3,1.045777981,0.000100036
2,0.5,1,6.2,1.124864575,0.000100158
5,0.5,1,4.9,1.109981432,0.000100549
5,0.1,0.5,6.5,1.138354423,0.000100608
5,0.5,1,6.8,1.106109938,0.00010088
2,0.5,0,4.7,0.999695044,0.000101642
5,0.1,1,6.3,1.165887347,0.000102176
5,1,1,4.9,1.09841584,0.000102419
2,1,1,6,1.102469185,0.000102447
5,1,1,7,1.08811534,0.000102768
2,0.5,1,6.7,1.118337152,0.000102786
0.4,0.1,0,7.3,1.043348359,0.000103079
5,0.1,1,4.9,1.136623492,0.000103272
5,0.5,0.5,7,1.0832151,0.000103532
5,0.1,0.5,4.8,1.120824189,0.000103571
2,1,0.5,5.6,1.052823482,0.000103878
0.4,1,0.5,7.1,1.035196534,0.000105114
0.4,0.1,0,6.9,1.034542045,0.000105163
2,0.5,1,6.1,1.125364103,0.000105541
2,0.5,0.5,7,1.084890885,0.000105657
5,0.1,0,7.2,1.061918419,0.000105676
0.4,1,0.5,7,1.036079755,0.000105773
2,1,1,7,1.091089808,0.000105923
5,0.5,0,4,1.000045855,0.000106558
0.4,1,0.5,7.2,1.034102202,0.000106745
0.4,1,0.5,6.9,1.036422909,0.000107279
5,0.1,0.5,6.6,1.141643979,0.000108293
5,1,0.5,7.3,1.05495873,0.000108434
5,0.1,1,6.4,1.16868951,0.000108539
2,0.1,0.5,6.3,1.153480968,0.000108675
0.4,0.5,0,9,1.000153728,0.000108698
2,0.1,0,7.3,1.053031085,0.000108765
0.4,1,0.5,7.3,1.032705704,0.000108929
2,0.5,1,6.8,1.117418227,0.00010893
2,0.1,0.5,6.2,1.151744298,0.000109329
5,0.5,1,6.9,1.10764255,0.000110028
2,0.1,0.5,6.4,1.155203415,0.0001101
2,0.5,0.5,5.8,1.092163,0.000110284
5,0.5,0.5,4.7,1.087532423,0.00011047
0.4,1,0.5,6.8,1.03670745,0.000110855
2,1,0.5,7.4,1.045915497,0.000111821
2,0.1,0,5.6,1.025885803,0.000112185
2,0.1,0.5,6.1,1.149747201,0.000112734
0.4,1,0.5,7.4,1.031119998,0.000112876
5,0.5,0,3.9,1.000121834,0.000112984
5,1,1,7.1,1.089454697,0.000113352
2,1,1,5.9,1.102707005,0.000113421
0.4,0.1,0,7.4,1.045195456,0.000113476
2,0.1,0.5,6.5,1.157441984,0.000113873
2,0.5,1,6,1.126067931,0.000113914
5,0.5,0.5,7.1,1.084744275,0.000114285
5,0.1,1,4.8,1.136186946,0.000114403
0.4,0.1,0,6.8,1.032580752,0.000114446
5,0.5,1,4.8,1.110583998,0.000114839
5,0.1,1,6.5,1.17097718,0.000115566
2,1,1,7.1,1.090954311,0.000115749
2,0.5,0.5,7.1,1.085085921,0.000116007
0.4,1,0.5,6.7,1.036649444,0.000116306
5,1,0.5,4.5,1.045042262,0.000116682
2,0.5,1,6.9,1.117057457,0.000116935
5,0.1,0.5,6.7,1.144772531,0.000117015
5,0.1,0,4.7,1.039121406,0.000117168
0.4,1,0.5,7.5,1.029451216,0.000118103
0.4,0.5,0,5.4,0.999665552,0.000118228
5,0.1,0.5,4.7,1.120958108,0.000118505
2,0.5,0,8.7,1.000874876,0.000119004
2,0.1,0.5,6,1.148043251,0.000119059
5,1,1,4.8,1.098194691,0.000119194
2,0.1,0.5,6.6,1.159219861,0.000119481
5,0.1,0,7.3,1.064814164,0.00011988
2,0.5,0,4.6,0.999719787,0.000120081
5,0.5,1,7,1.108813203,0.000120532
2,1,0.5,5.5,1.051016381,0.000120712
2,1,0,4.6,0.999658368,0.000120767
5,1,0.5,7.4,1.056899139,0.000123296
5,0.1,1,6.6,1.172762739,0.000123561
2,0.1,0,7.4,1.055082669,0.000124009
5,1,0,8.5,1.002170845,0.000124577
0.4,1,0.5,6.6,1.036387746,0.00012463
5,0.5,0,8.3,1.004383265,0.000124701
2,0.5,0.5,5.7,1.091774031,0.000125083
2,0.5,1,5.9,1.125876192,0.000125144
0.4,0.1,0,6.7,1.030701714,0.000125227
5,1,1,7.2,1.091018699,0.000125838
0.4,1,0.5,7.6,1.027982329,0.000125852
2,1,0.5,7.5,1.046440643,0.000126473
5,0.5,0.5,7.2,1.086299546,0.000126823
2,0.1,0.5,6.7,1.160890849,0.000127012
2,0.5,1,7,1.117041136,0.00012711
5,0.1,0.5,6.8,1.148279094,0.000127371
2,1,1,7.2,1.09082252,0.000127468
2,0.5,0.5,7.2,1.085146159,0.000127574
2,1,1,5.8,1.102707488,0.000127615
0.4,0.1,0,7.5,1.047036479,0.000128193
2,0.1,0.5,5.9,1.146367433,0.000128711
5,0.1,1,4.7,1.136279297,0.000128995
2,0.5,0,4.3,1.000130327,0.000130327
5,0.1,1,6.7,1.174269379,0.000132581
5,0.5,0.5,4.6,1.087662042,0.000132681
5,0.5,1,7.1,1.110328708,0.000133043
5,0.5,1,4.7,1.111463119,0.000133314
0.4,1,0.5,7.7,1.025974361,0.00013485
0.4,1,0.5,6.5,1.03550949,0.000135204
2,1,0,8.9,1.00042996,0.000135939
2,0.1,0.5,6.8,1.16319595,0.000136792
2,0.1,0,5.5,1.023758975,0.000136829
5,0.1,0,7.4,1.067665952,0.000136896
0.4,0.1,0,6.6,1.028754321,0.000137959
5,0.1,0.5,4.6,1.121507105,0.000138303
2,0.5,1,7.1,1.116771386,0.000138766
5,0.1,0.5,6.9,1.15140443,0.000139233
5,1,0,3.7,0.999221262,0.000139813
2,0.5,1,5.8,1.125896328,0.00014053
5,1,1,7.3,1.092361511,0.000140785
2,1,1,7.3,1.090344172,0.000140865
5,1,0.5,7.5,1.058958256,0.000141091
0.4,1,0,5.4,0.999511102,0.000141101
5,1,1,4.7,1.098786652,0.0001412
2,0.5,0.5,7.3,1.085145267,0.000141545
5,0.5,0.5,7.3,1.088324093,0.000142354
2,0.1,0.5,5.8,1.144620761,0.000142645
2,0.1,0,7.5,1.057327088,0.000142813
5,0.1,1,6.8,1.175921369,0.000143139
5,0.5,0,3.8,1.000254772,0.000143289
2,1,0.5,5.4,1.049312344,0.000143613
5,1,0.5,4.4,1.044179088,0.000143746
2,1,0.5,7.6,1.046557014,0.000143765
0.4,1,0,5.2,0.999795606,0.000144521
2,0.5,0.5,5.6,1.091139712,0.000144671
5,1,0,3.6,0.999469665,0.000145744
2,1,1,5.7,1.101912978,0.000145768
0.4,0.1,0,7.6,1.048620224,0.000147252
5,0.5,1,7.2,1.111902404,0.000147659
2,0.1,0.5,6.9,1.164900101,0.000148291
0.4,1,0.5,7.8,1.024772374,0.000148324
5,0.1,1,4.6,1.137018864,0.000148521
0.4,0.5,0,5.3,0.999667664,0.000148606
0.4,1,0.5,6.4,1.034427446,0.00015002
2,0.1,1,6.6,1.197091539,0.000151752
2,0.1,1,6.5,1.203901623,0.000151853
2,0.5,1,7.2,1.115990328,0.000152646
2,0.1,1,6.4,1.209750744,0.000152656
2,0.1,1,6.7,1.189346796,0.00015277
5,0.1,0.5,7,1.154569355,0.000153059
2,0.1,1,6.3,1.214374652,0.000154701
0.4,1,0,5.1,0.999844889,0.000155111
0.4,0.1,0,6.5,1.027249216,0.000155218
5,0.1,1,6.9,1.177253165,0.000155347
2,0.1,1,6.8,1.18151519,0.00015539
5,0.5,0,3.7,0.99984827,0.000155888
0.4,1,0,5.3,0.999617542,0.000156113
5,0.5,1,4.6,1.112784945,0.000156558
2,1,1,7.4,1.090136427,0.000157059
2,0.1,1,6.2,1.217373905,0.00015725
5,0.1,0,7.5,1.070515286,0.000157683
5,1,1,7.4,1.09422756,0.000158453
2,0.5,0.5,7.4,1.08540867,0.00015867
5,0.5,0.5,7.4,1.090051038,0.000160472
2,0.5,1,5.7,1.125167892,0.0001606
5,0.5,0,8.4,1.005007208,0.000161024
2,0.1,1,6.9,1.17541609,0.000161049
2,0.1,1,6.1,1.219829981,0.000161416
2,1,0,4.4,0.99990656,0.000161849
5,0.5,0.5,4.5,1.08791223,0.000161904
2,0.1,0.5,5.7,1.142451703,0.000161933
2,0.1,0.5,7,1.166385776,0.0001621
5,1,0.5,7.6,1.060752611,0.000162286
5,0.1,0.5,4.5,1.121887299,0.000163982
0.4,1,0.5,7.9,1.023564066,0.000165052
2,1,0.5,7.7,1.047067376,0.000165089
5,0.5,1,7.3,1.114074176,0.000165702
2,0.1,0,7.6,1.059605935,0.000166069
5,1,0,8.6,1.002542318,0.000166322
2,0.1,0,5.4,1.022000593,0.000166797
2,0.1,1,6,1.221594344,0.000166991
2,1,1,5.6,1.100635987,0.000168419
5,1,1,4.6,1.099430334,0.000168716
0.4,1,0.5,6.3,1.033080112,0.000168947
5,0.1,1,7,1.177991575,0.000168955
2,0.5,1,7.3,1.115896443,0.000169461
5,0.1,0.5,7.1,1.157770186,0.000169518
2,0.5,0.5,5.5,1.090177033,0.000169828
2,0.1,1,7,1.170387861,0.000170164
0.4,0.1,0,7.7,1.050518947,0.000171231
2,1,0.5,5.3,1.047132041,0.00017309
5,0.1,1,4.5,1.13891521,0.000174145
0.4,0.5,0.5,7,1.093815834,0.000174635
5,1,0.5,4.3,1.043175747,0.000174823
2,0.1,1,5.9,1.223150043,0.000175034
0.4,0.1,0,6.4,1.025991098,0.000175397
0.4,0.5,0.5,7.1,1.09176096,0.000175778
0.4,0.5,0.5,6.9,1.094908136,0.000176223
2,1,1,7.5,1.089523924,0.00017634
2,0.5,0.5,7.5,1.08514803,0.000178444
2,0.1,0.5,7.1,1.168340921,0.000178538
2,0.5,0,8.8,1.001202308,0.000179124
5,1,1,7.5,1.096312885,0.000180089
0.4,0.5,0.5,7.2,1.089818337,0.000180199
0.4,0.5,0.5,6.8,1.094755015,0.000180213
2,0.1,1,7.1,1.165381415,0.000182076
5,0.5,0.5,7.5,1.091905528,0.000182316
5,0.1,0,7.6,1.073628839,0.000183224
5,0.1,0,4.6,1.035457826,0.000183756
2,0.1,1,5.8,1.223408088,0.000184675
0.4,1,0.5,8,1.022522109,0.000184799
5,0.1,1,7.1,1.178569739,0.000184801
0.4,0.5,0.5,7.3,1.086868731,0.000186225
2,0.5,1,5.6,1.123544387,0.000186351
0.4,1,1,7,1.100343309,0.000186635
5,0.5,1,4.5,1.114929146,0.000186746
0.4,1,1,7.1,1.098058971,0.000186779
5,0.5,1,7.4,1.116246496,0.00018709
2,0.1,0.5,5.6,1.139687671,0.000187615
2,0.5,0,4.5,0.999524912,0.000187765
0.4,0.5,0.5,6.7,1.094289358,0.000188694
5,0.1,0.5,7.2,1.160908078,0.000188906
5,1,0.5,7.7,1.063398628,0.000189189
0.4,1,1,6.9,1.101436235,0.000189347
2,0.5,1,7.4,1.116727664,0.000190206
0.4,1,1,7.2,1.095747078,0.000190756
5,0.5,0,3.6,0.999885431,0.000190951
2,1,0.5,7.8,1.048158746,0.000192748
2,0.5,0,4.4,0.999740507,0.000193408
0.4,1,1,6.8,1.101881574,0.000194322
0.4,0.1,0,6.3,1.024433184,0.000194872
2,0.1,0,7.7,1.062419362,0.000194969
0.4,0.5,0.5,7.4,1.083168977,0.000195147
0.4,1,0.5,6.2,1.031987753,0.000195878
5,1,0,3.5,0.999239235,0.000196359
2,0.1,1,5.7,1.223343343,0.000196505
2,0.1,0.5,7.2,1.16903513,0.00019692
2,1,0,4.2,0.999803033,0.000196967
0.4,1,1,7.3,1.092594774,0.000197191
2,1,1,5.5,1.099399045,0.00019782
5,0.1,0.5,4.4,1.12339225,0.000197822
2,0.1,1,7.2,1.162276753,0.000198078
0.4,0.1,0,7.8,1.051824963,0.000199671
2,1,1,7.6,1.089497734,0.000200008
5,0.5,0.5,4.4,1.089011768,0.000200901
5,1,1,4.5,1.100854881,0.000202621
2,0.5,0.5,5.4,1.088545992,0.000203112
0.4,0.5,0.5,6.6,1.093416459,0.00020331
0.4,1,1,6.7,1.101609166,0.000203518
2,0.5,0.5,7.6,1.085924529,0.000203527
5,0.1,1,7.2,1.179972449,0.000204346
0.4,1,1,7.4,1.089007118,0.000205731
0.4,0.5,0.5,7.5,1.079255768,0.000206107
5,1,1,7.6,1.098603554,0.00020619
2,0.1,0,5.3,1.020882806,0.000206666
5,0.1,1,4.4,1.143337352,0.000208026
2,1,0.5,5.2,1.044499386,0.000210025
5,0.5,0.5,7.6,1.094142119,0.000210088
5,1,0.5,4.2,1.042616616,0.000210806
2,1,0,4.5,0.999298961,0.000211304
5,0.1,0.5,7.3,1.164313245,0.000211768
2,0.1,1,5.6,1.222986018,0.000212164
2,0.5,0,8.9,1.000996332,0.000212318
5,0.5,1,7.5,1.1181898,0.000212889
5,0.1,0,7.7,1.076451314,0.000213192
0.4,1,1,7.5,1.08415482,0.000214289
2,0.5,1,7.5,1.11614884,0.00021445
0.4,1,0.5,8.1,1.022016286,0.000215332
2,0.1,1,7.3,1.15953465,0.000217148
5,0.5,0,8.5,1.006086642,0.000218072
0.4,1,1,6.6,1.101207033,0.000219155
2,0.1,0.5,7.3,1.170230938,0.000219285
2,0.5,1,5.5,1.122263511,0.000219565
0.4,0.5,0.5,7.6,1.075525608,0.000220241
5,1,0.5,7.8,1.06561945,0.000220778
0.4,0.1,0,6.2,1.023086585,0.00022342
2,0.1,0.5,5.5,1.13773672,0.000223707
0.4,0.5,0.5,6.5,1.091392048,0.000223847
0.4,1,0.5,6.1,1.02920868,0.000224208
2,1,0.5,7.9,1.048996355,0.000225306
5,0.5,1,4.4,1.119075868,0.000225919
0.4,1,1,7.6,1.079458778,0.000226331
5,0.1,1,7.3,1.18046478,0.000226534
5,1,0,8.7,1.003019859,0.000227926
2,1,1,7.7,1.090343645,0.000229555
2,0.1,0,7.8,1.065181424,0.000230614
2,1,0,9,1.00080016,0.000230902
2,0.1,1,5.5,1.222503262,0.000231177
0.4,0.1,0,7.9,1.053456348,0.000234957
2,0.5,0.5,7.7,1.087437116,0.00023496
2,1,0,4.3,0.999591169,0.000236006
0.4,0.5,0.5,7.7,1.070722508,0.000236009
2,1,1,5.4,1.098496027,0.000236038
5,1,1,7.7,1.099769131,0.000236073
5,0.1,0.5,7.4,1.16749933,0.000238836
5,0.5,0,3.5,1,0.000239934
0.4,1,1,7.7,1.073941613,0.000239972
5,0.1,0.5,4.3,1.12493094,0.000240239
2,0.1,1,7.4,1.157456545,0.000240456
0.4,1,1,6.5,1.099585353,0.000241256
5,0.5,0.5,7.7,1.096316843,0.000241945
2,0.5,1,7.6,1.115452022,0.000242796
5,1,1,4.4,1.104579516,0.000244197
5,0.5,1,7.6,1.121246895,0.000244376
5,1,0.5,4.1,1.041611087,0.000245036
0.4,0.5,1,7,1.152278668,0.000245798
2,0.1,0.5,7.4,1.170827227,0.000245817
0.4,0.5,1,6.9,1.154877567,0.000246019
2,0.5,0.5,5.3,1.087133233,0.000247348
0.4,0.5,1,7.1,1.148246443,0.000248684
0.4,1,0.5,8.2,1.021442946,0.00024873
5,0.1,0,4.5,1.033205107,0.000248937
0.4,0.5,1,6.8,1.155587265,0.000249746
5,0.5,0.5,4.3,1.091388374,0.000249875
2,0.5,0,9,1.000865988,0.00024989
5,0.1,0,7.8,1.079250834,0.000250169
2,0.1,0,5.2,1.019285506,0.000250608
5,0.1,1,4.3,1.150098473,0.000251543
0.4,0.5,0.5,6.4,1.088905646,0.000252806
5,0.1,1,7.4,1.181651427,0.000253696
2,0.1,1,5.4,1.221633158,0.000254512
0.4,0.5,1,7.2,1.143596042,0.000255648
0.4,1,0.5,6,1.025840013,0.000257011
0.4,0.5,0.5,7.8,1.066533015,0.0002578
0.4,0.1,0,6.1,1.022045481,0.000257978
2,1,0.5,5.1,1.042134363,0.000258106
0.4,0.5,1,6.7,1.155073117,0.000258498
0.4,1,1,7.8,1.069459828,0.000259422
2,0.5,1,5.4,1.120729457,0.000259857
5,1,0.5,7.9,1.06824689,0.000261547
0.4,0.5,1,7.3,1.137523702,0.000263546
2,1,1,7.8,1.090433221,0.000265158
2,1,0.5,8,1.049873588,0.000265497
5,1,0,3.4,0.999491999,0.000267711
2,0.1,0.5,5.4,1.13508694,0.000269187
2,0.1,1,7.5,1.156451964,0.000269578
5,0.5,1,4.3,1.123824209,0.000270217
0.4,1,1,6.4,1.097419697,0.000271392
0.4,0.5,1,7.4,1.128334062,0.000272107
2,0.5,0.5,7.8,1.088538956,0.000272957
5,0.1,0.5,7.5,1.171456394,0.000272978
5,1,1,7.8,1.101103004,0.000273077
0.4,0.5,1,6.6,1.153762568,0.000274974
2,0.1,0,7.9,1.068110606,0.000275622
5,1,0.5,4,1.040215227,0.000275626
2,0.1,0.5,7.5,1.172336913,0.000277967
2,0.5,1,7.7,1.116314371,0.000278817
0.4,0.1,0,8,1.055817985,0.00027983
5,0.5,1,7.7,1.122877529,0.000280504
2,1,1,5.3,1.096994665,0.000280785
0.4,0.5,0,5.1,0.999510444,0.000282599
5,0.5,0.5,7.8,1.09901537,0.000283081
2,0.1,1,5.3,1.220764896,0.00028453
0.4,0.5,0.5,7.9,1.062556506,0.000285143
0.4,0.5,1,7.5,1.120954469,0.000285403
5,0.1,1,7.5,1.183116355,0.000286281
0.4,1,1,7.9,1.065922462,0.000287066
2,1,0,9.2,1.000408914,0.000289117
5,1,0,3.3,0.999351744,0.000289834
0.4,0.1,0.5,6.9,1.201667771,0.000291472
5,1,1,4.3,1.109476278,0.000292271
0.4,0.1,0.5,7,1.199026858,0.000292415
0.4,0.5,0.5,6.3,1.08639297,0.000294358
