Density,Interference,Sociality,patch_value,residence_time,se
0.4,0.1,0.5,7.1,1.194415226,0.000295422
5,0.1,0,7.9,1.08188226,0.000295756
5,0.1,0.5,4.2,1.128055936,0.000295821
0.4,0.5,1,7.6,1.110507452,0.000296415
0.4,0.1,0.5,6.8,1.205047727,0.000297089
0.4,0.1,0,6,1.020756459,0.00029824
5,0.5,0,8.6,1.007492293,0.000299526
0.4,0.5,1,6.5,1.152604516,0.000300074
0.4,1,0.5,8.3,1.021736474,0.000300693
0.4,0.1,0.5,7.2,1.188814982,0.000301267
2,0.5,0.5,5.2,1.085702483,0.000302798
5,1,0.5,3.9,1.038487679,0.000303708
2,0.1,1,7.6,1.155956005,0.000304015
2,0.1,0,5.1,1.017786068,0.000304101
5,0.1,1,4.2,1.15977381,0.000304907
0.4,0.1,0.5,6.7,1.206115348,0.000305703
5,0.5,0.5,4.2,1.094275072,0.000307562
2,1,1,7.9,1.091395769,0.000308817
0.4,1,0.5,5.9,1.023231452,0.000309035
0.4,0.1,0.5,7.3,1.182044567,0.000309899
0.4,1,1,6.3,1.093654249,0.000310224
5,1,0.5,8,1.070627185,0.000311117
2,0.5,1,5.3,1.120444153,0.000311684
0.4,0.5,1,7.7,1.101558574,0.000311839
5,0.1,0,4.4,1.031587709,0.000312203
5,0.1,0.5,7.6,1.174730363,0.000312862
2,1,0.5,5,1.039290434,0.000315089
2,1,0.5,8.1,1.050503576,0.000315963
2,0.5,0.5,7.9,1.088985068,0.000316406
0.4,0.5,0.5,8,1.057916169,0.000316956
2,0.1,0.5,7.6,1.174307538,0.000318116
5,1,1,7.9,1.103387026,0.000318638
5,0.5,1,4.2,1.130992084,0.000322196
0.4,0.1,0.5,7.4,1.174473427,0.000322236
0.4,0.1,0.5,6.6,1.206145973,0.000322327
2,0.1,1,5.2,1.219706926,0.000322444
2,0.5,1,7.8,1.117083274,0.000323533
0.4,1,1,8,1.063319216,0.000323884
5,0.5,1,7.8,1.125904715,0.000325558
5,0.1,1,7.6,1.185512214,0.000327104
5,1,0,8.8,1.003973654,0.000330462
0.4,0.5,1,7.8,1.092074376,0.00033057
2,0.1,0,8,1.071070914,0.00033099
2,0.1,0.5,5.3,1.132670001,0.000331417
0.4,0.5,1,6.4,1.150279067,0.000332696
5,0.5,0.5,7.9,1.101863883,0.00033308
0.4,0.1,0,8.1,1.057344915,0.000333713
2,1,1,5.2,1.095689374,0.000335537
5,1,0.5,3.8,1.036841236,0.000337454
0.4,0.1,0.5,7.5,1.16664177,0.000338073
5,1,1,4.2,1.115456918,0.000341496
0.4,0.5,0.5,6.2,1.082111537,0.000345902
2,0.1,1,7.7,1.155730393,0.000346518
0.4,0.1,0.5,6.5,1.205646115,0.000347785
0.4,1,0.5,8.4,1.020384886,0.000349308
0.4,0.1,1,7.3,1.166045158,0.000351985
5,0.1,0,8,1.084647005,0.000353612
0.4,0.1,1,7.4,1.157738569,0.000354243
0.4,0.1,0.5,7.6,1.156917702,0.000354584
0.4,0.1,0,5.9,1.02016267,0.000356095
0.4,0.1,1,7.5,1.148553638,0.000356179
0.4,0.5,1,7.9,1.083785145,0.000356818
0.4,0.1,1,7.2,1.175933486,0.000357327
2,1,1,8,1.091527057,0.000359772
0.4,0.1,1,7.1,1.184230522,0.000360593
0.4,0.5,0.5,8.1,1.055105662,0.00036171
0.4,1,1,6.2,1.089586771,0.000362193
5,0.1,0.5,4.1,1.132288003,0.000363336
5,0.1,0.5,7.7,1.179857369,0.000364412
2,0.1,0.5,7.7,1.176050139,0.0003646
0.4,0.1,1,7.6,1.14105041,0.000366531
0.4,0.1,1,7,1.193180343,0.000366702
5,0.1,1,4.1,1.173273276,0.000367049
0.4,1,0.5,5.8,1.020955805,0.000368833
5,0.5,0.5,4.1,1.098053406,0.000370283
2,0.1,1,5.1,1.219196713,0.000370981
0.4,1,1,8.1,1.060167284,0.000371458
0.4,0.1,1,6.9,1.200235432,0.000371522
2,0.5,0.5,8,1.090670348,0.000373511
5,1,0.5,8.1,1.072629695,0.000374233
5,0.5,1,4.1,1.138016694,0.000374955
5,1,0.5,3.7,1.034412332,0.000375151
2,0.5,1,5.2,1.120043338,0.000375226
5,1,1,8,1.10573588,0.000375746
2,0.1,0,5,1.016785177,0.000375902
5,0.1,1,7.7,1.188531625,0.000376436
5,1,0,3.2,0.999347542,0.000376615
0.4,0.5,1,6.3,1.14732945,0.000376969
0.4,0.1,0.5,7.7,1.147523839,0.000377926
5,0.5,0,3.3,0.999874024,0.00037795
2,0.5,0.5,5.1,1.084936616,0.000378688
2,1,0,4.1,1,0.0003794
2,0.5,1,7.9,1.1185179,0.000380601
0.4,0.1,1,6.8,1.20738023,0.000380616
2,1,0.5,8.2,1.05151708,0.000380732
5,0.5,0,3.4,1.000179501,0.000380792
5,0.5,1,7.9,1.128352144,0.000381348
0.4,0.1,0.5,6.4,1.204725372,0.000385452
5,0.1,0,4.3,1.0306908,0.000386586
0.4,0.1,1,7.7,1.135419627,0.000387456
2,0.5,0,4,0.999611952,0.000388048
5,1,1,4.1,1.120523501,0.000388134
2,1,0.5,4.9,1.038081438,0.000389395
0.4,0.1,1,6.7,1.213146183,0.000390645
0.4,0.5,1,8,1.076727101,0.000391057
2,1,0,9.1,1.001305793,0.000393478
5,0.5,0.5,8,1.104193885,0.000395616
0.4,0.1,0,8.2,1.057956154,0.000399038
2,0.1,1,7.8,1.156940908,0.0003997
2,0.1,0,8.1,1.073398759,0.000401782
0.4,0.1,1,6.6,1.219567553,0.000403694
2,1,1,5.1,1.096263306,0.000405858
0.4,0.1,0.5,7.8,1.139032522,0.000408178
0.4,1,0.5,8.5,1.019022589,0.000412836
0.4,0.1,1,7.8,1.130131714,0.000413364
0.4,0.5,0.5,8.2,1.052484914,0.000413739
2,0.1,0.5,5.2,1.131572066,0.000414774
5,1,0.5,3.6,1.030376097,0.000414894
0.4,0.5,0.5,6.1,1.077038531,0.000415395
5,0.5,0,8.7,1.008675708,0.000416081
0.4,0.1,1,6.5,1.224749286,0.000417455
0.4,1,0.5,5.7,1.016689769,0.000421429
2,0.1,0.5,7.8,1.177766915,0.000421595
5,0.1,0,8.1,1.087292144,0.000423951
0.4,1,1,6.1,1.086063296,0.000425139
5,0.1,0.5,7.8,1.183057072,0.000425944
5,0.5,1,4,1.144376228,0.0004261
2,1,1,8.1,1.093344084,0.000428659
0.4,0.1,0,5.8,1.019402448,0.000428784
5,1,1,4,1.124109654,0.000429423
5,0.5,0.5,4,1.099983302,0.00043152
0.4,1,1,8.2,1.057350551,0.000431551
0.4,0.5,1,6.2,1.143866408,0.000432455
2,0.1,1,5,1.219114388,0.000432461
0.4,0.1,1,6.4,1.229053752,0.000434142
5,1,0,8.9,1.004356182,0.000434612
5,0.1,1,4,1.187979772,0.00043485
5,0.1,0.5,4,1.135381404,0.000436713
0.4,0.1,0.5,6.3,1.202747047,0.000437174
0.4,0.5,1,8.1,1.07082072,0.000437614
5,0.1,1,7.8,1.1918579,0.00043842
2,0.5,0.5,8.1,1.091736681,0.00044418
2,0.5,1,8,1.118184943,0.000444999
5,1,1,8.1,1.109183442,0.000448453
5,0.1,0,4.2,1.028508685,0.000452247
5,0.5,1,8,1.131220061,0.000452566
2,0.5,1,5.1,1.121018885,0.000452688
0.4,0.1,0.5,7.9,1.134126022,0.000452867
0.4,0.1,1,6.3,1.233699696,0.000453012
5,1,0.5,8.2,1.076229502,0.000456211
0.4,0.1,1,7.9,1.127348678,0.000459601
2,0.1,1,7.9,1.15822755,0.000464978
2,1,0.5,8.3,1.053458312,0.000466696
5,1,1,3.9,1.126979879,0.000468428
0.4,0.1,1,6.2,1.235081569,0.000469334
2,0.1,0,4.9,1.016152921,0.000469479
5,0.5,0.5,8.1,1.106047616,0.000471273
2,1,0.5,4.8,1.037297965,0.000472226
5,1,0.5,3.5,1.029123893,0.000474989
2,0.5,0.5,5,1.08510513,0.000475991
5,0.5,1,3.9,1.14972544,0.000476675
0.4,1,0.5,5.6,1.014145683,0.000480531
0.4,0.1,0,8.3,1.06047851,0.000488093
0.4,0.1,0,5.7,1.018094572,0.000490041
2,0.1,0,8.2,1.076403692,0.000490507
2,0.1,0.5,7.9,1.178849668,0.000490837
0.4,0.1,1,6.1,1.237538259,0.000492077
5,0.5,0.5,3.9,1.100758266,0.000494539
2,1,1,5,1.10088941,0.0004948
0.4,0.5,0.5,8.3,1.05215416,0.000495168
0.4,0.5,1,8.2,1.065696649,0.000495474
0.4,0.5,0.5,6,1.070575786,0.000498308
0.4,1,1,6,1.080443702,0.000498435
5,0.1,0.5,7.9,1.186096165,0.000500463
2,0.5,0,9.1,1.002068882,0.000501289
5,0.1,1,3.9,1.201673315,0.000502129
0.4,0.5,1,6.1,1.139390832,0.000503506
5,1,1,3.8,1.126930617,0.000504525
0.4,1,1,8.3,1.054325676,0.000506026
0.4,0.1,0.5,6.2,1.199018137,0.000507984
5,0.1,0,8.2,1.089167088,0.00051011
2,1,1,8.2,1.093248968,0.000510498
2,0.1,1,4.9,1.221068726,0.000511792
5,0.1,1,7.9,1.194836802,0.000513005
0.4,0.1,0.5,8,1.131658247,0.000515618
0.4,0.1,1,8,1.125573183,0.000516425
0.4,0.1,1,6,1.239305942,0.000516433
5,0.5,1,3.8,1.15169772,0.000517935
5,0.1,0.5,3.9,1.139627277,0.000522716
2,0.1,0.5,5.1,1.132385628,0.00052463
0.4,1,0.5,8.6,1.020273211,0.000533701
2,0.5,1,8.1,1.119515061,0.000533739
5,1,0.5,3.4,1.025581372,0.000535323
2,0.5,0.5,8.2,1.094268779,0.00053595
5,0.1,0,4.1,1.027103657,0.000535958
5,0.5,1,8.1,1.13471508,0.000538494
5,0.5,0,3.2,0.999116608,0.000540865
5,1,1,8.2,1.112720557,0.000542216
0.4,0.1,1,5.9,1.239256477,0.000542972
2,0.1,1,8,1.161238829,0.000549295
5,1,1,3.7,1.126066619,0.000551302
5,0.5,0,8.8,1.00900439,0.000551754
2,0.1,0,4.8,1.014746508,0.000552603
2,0.5,1,5,1.126052855,0.000554849
5,0.5,0.5,3.8,1.099788749,0.000556831
5,1,0.5,8.3,1.078307348,0.000559795
2,1,0.5,4.7,1.038777097,0.000561549
5,0.5,1,3.7,1.151300157,0.000563276
2,1,0.5,8.4,1.053001125,0.000566027
5,0.5,0.5,8.2,1.108709201,0.000569524
5,0.1,1,3.8,1.215107728,0.000570363
2,0.1,0.5,8,1.178416171,0.000575288
0.4,0.1,1,5.8,1.239653231,0.000575424
0.4,0.1,0,5.6,1.016620232,0.000582997
0.4,0.5,1,8.3,1.062484774,0.000584007
0.4,0.5,0,4.9,0.999172185,0.000585232
0.4,0.5,0.5,8.4,1.050502809,0.000585887
5,1,0,3.1,0.998980632,0.000588332
0.4,0.1,1,8.1,1.123967496,0.000588611
2,1,1,4.9,1.107724798,0.000590811
0.4,1,1,5.9,1.076210928,0.000591071
5,0.1,0,4,1.024526184,0.000592853
0.4,0.1,0.5,8.1,1.129867104,0.000594974
0.4,0.1,0,8.4,1.062177725,0.000595867
0.4,0.5,1,6,1.135780494,0.000596002
5,0.1,0.5,8,1.190428456,0.000596229
0.4,0.1,0.5,6.1,1.19385405,0.000597914
0.4,0.5,0.5,5.9,1.063864868,0.000598463
2,0.5,0.5,4.9,1.087628586,0.00060136
0.4,1,0.5,5.5,1.013163442,0.000603836
5,0.1,1,8,1.19638675,0.000605739
0.4,1,1,8.4,1.053404327,0.00060588
2,1,1,8.3,1.093163994,0.000608559
5,0.1,0.5,3.8,1.140693141,0.00060976
5,0.5,0.5,3.7,1.098161373,0.000611076
2,0.1,0,8.3,1.079410898,0.000612014
5,1,0,3,0.999386503,0.000613497
5,1,1,3.6,1.123749062,0.000614584
0.4,0.1,1,5.7,1.239521282,0.000614748
2,0.1,1,4.8,1.226428753,0.000619381
5,0.1,0,8.3,1.092163188,0.000626261
5,0.1,1,3.7,1.223353961,0.0006293
5,0.5,1,3.6,1.151401786,0.000629348
2,1,0.5,4.6,1.040090943,0.000636427
5,0.5,1,8.2,1.134503226,0.000637812
2,0.5,1,8.2,1.120087131,0.000639382
5,1,1,8.3,1.114193965,0.000644395
5,1,0,9,1.005909755,0.000646648
2,0.1,1,8.1,1.163360367,0.000649141
2,0.5,0.5,8.3,1.095024382,0.000650252
0.4,0.5,0,4.8,0.99934811,0.00065189
5,1,0.5,3.3,1.024588074,0.000656464
2,1,0,9.4,1.000658328,0.000658328
0.4,0.1,1,5.6,1.240126407,0.000662969
2,1,0.5,4.5,1.039370322,0.000671491
2,0.1,0,4.7,1.01340491,0.000674254
2,0.1,0.5,5,1.136137922,0.000675014
5,1,1,3.5,1.120715767,0.000680496
2,0.1,0.5,8.1,1.180768558,0.00068142
5,0.5,0.5,3.6,1.093600249,0.000681681
0.4,0.5,1,8.4,1.057766337,0.000682091
2,0.5,1,4.9,1.136433743,0.000685897
0.4,0.1,1,8.2,1.125119305,0.000688727
5,0.5,0.5,8.3,1.111300813,0.000689008
0.4,1,0.5,5.4,1.010787721,0.000689519
5,1,0.5,8.4,1.079399599,0.000690744
0.4,0.5,1,5.9,1.13042698,0.000692245
0.4,0.1,0.5,8.2,1.128338804,0.000692848
2,1,1,4.8,1.116200214,0.000693712
0.4,1,1,5.8,1.073443508,0.000693966
5,0.1,1,3.6,1.229393252,0.000695041
5,0.1,0,3.9,1.024470778,0.000696437
2,0.5,0,9.2,1.002518404,0.000697667
0.4,1,0.5,8.7,1.021269778,0.000701678
5,0.1,0.5,8.1,1.192189962,0.000706444
2,1,0.5,8.5,1.054711026,0.00070888
5,0.5,1,3.5,1.147708187,0.000710421
2,1,0.5,4.3,1.035966374,0.000712243
2,1,0.5,4.4,1.039568924,0.000714531
0.4,0.1,0,5.5,1.016172017,0.000714988
0.4,0.1,1,5.5,1.238589831,0.000716251
0.4,0.5,0.5,8.5,1.050877351,0.00071912
5,0.1,0.5,3.7,1.141280002,0.000719364
5,0.1,1,8.1,1.201340147,0.000722023
0.4,0.1,0.5,6,1.188966109,0.000728796
2,0.5,0.5,4.8,1.089766579,0.00073167
0.4,0.5,0.5,5.8,1.058336013,0.000736473
0.4,1,1,8.5,1.052599857,0.00073829
0.4,0.1,0,8.5,1.065401646,0.000741378
2,1,1,8.4,1.094970894,0.000748068
2,1,0.5,4.1,1.029678685,0.000751061
2,1,0.5,4.2,1.033096602,0.000751226
5,0.1,0,3.8,1.021206536,0.000755285
2,0.1,0,8.4,1.081611583,0.000757734
5,1,1,3.4,1.116800186,0.000759769
2,0.1,1,4.7,1.237926157,0.000762265
5,0.1,0,8.4,1.093903477,0.000762741
5,0.1,1,3.5,1.233510079,0.000768542
2,0.5,1,8.3,1.121576318,0.00077144
2,1,1,4.7,1.127455633,0.00077331
5,0.5,0.5,3.5,1.089594946,0.000775805
2,0.1,1,8.2,1.167943896,0.000775886
0.4,1,0.5,5.3,1.009718173,0.000776189
5,0.5,1,8.3,1.138264056,0.000779312
5,1,0.5,3.2,1.02159272,0.000784711
5,1,1,8.4,1.116734679,0.000787829
0.4,0.1,1,5.4,1.237548869,0.000787947
2,0.5,0.5,8.4,1.096465694,0.000795612
0.4,1,1,5.7,1.069559879,0.000799225
5,0.5,0,8.9,1.011232815,0.000799666
0.4,0.1,1,8.3,1.12277467,0.000803678
0.4,0.5,1,5.8,1.125252041,0.000810717
0.4,0.5,1,8.5,1.054449824,0.000814111
2,0.1,0.5,8.2,1.181962762,0.000814396
5,0.5,1,3.4,1.146953919,0.000815154
2,1,0.5,4,1.026721222,0.000815173
2,0.5,0,3.8,0.999184339,0.000815661
0.4,0.1,0.5,8.3,1.126225853,0.000818007
2,1,1,4.6,1.138065161,0.000820423
5,1,0,9.1,1.005423647,0.000824183
2,0.5,1,4.8,1.154294568,0.000825261
2,1,1,4.3,1.142762613,0.000836353
2,1,1,4.4,1.145295642,0.000837686
2,1,1,4.5,1.144844716,0.000845663
5,0.1,0.5,3.6,1.140599472,0.000846554
0.4,0.1,0,5.4,1.014780367,0.000846862
5,0.1,0,3.7,1.017181873,0.000847333
5,0.5,0.5,8.4,1.113325167,0.000849191
5,0.1,1,3.4,1.2340647,0.000850025
5,1,1,3.3,1.112106474,0.000852625
0.4,1,0,4.8,0.998790079,0.000855285
2,1,1,4.2,1.142516279,0.000860161
5,0.1,0.5,8.2,1.198766462,0.00086139
2,0.1,0,4.6,1.014622374,0.000868061
2,0.1,0.5,4.9,1.148287624,0.000872718
5,1,0.5,8.5,1.08286932,0.000874207
0.4,0.1,1,5.3,1.236881676,0.0008778
0.4,1,0.5,8.8,1.020006012,0.000877981
2,1,0.5,8.6,1.055266669,0.000879029
5,0.1,1,8.2,1.208559978,0.000885916
0.4,0.5,0.5,5.7,1.051698769,0.000887599
2,1,0.5,3.9,1.022474483,0.00089566
2,1,1,4.1,1.137838528,0.000895692
5,0.5,0.5,3.4,1.085389744,0.000897014
0.4,0.1,0.5,5.9,1.180104622,0.000897259
2,0.5,0.5,4.7,1.097182351,0.000897735
0.4,0.1,0,8.6,1.066092186,0.000906812
0.4,0.5,0.5,8.6,1.053053601,0.000907898
2,1,1,8.5,1.095085977,0.000912387
0.4,1,1,8.6,1.053107458,0.000912545
0.4,1,1,5.6,1.068689353,0.000928046
2,0.1,1,4.6,1.25767516,0.000928983
2,0.5,1,4.7,1.172535583,0.000931225
5,0.5,1,3.3,1.142092178,0.000935613
2,0.1,1,8.3,1.16980023,0.000937947
2,0.5,1,8.4,1.123328406,0.000941679
2,0.5,1,4.2,1.203785576,0.00094201
5,0.5,1,8.4,1.139100636,0.000944252
2,0.1,0,8.5,1.08492547,0.000945066
2,0.5,1,4.3,1.20410906,0.000947737
5,0.1,0,8.5,1.097962941,0.000948884
0.4,0.5,1,5.7,1.121942087,0.000952948
2,0.5,1,4.1,1.20161908,0.000958229
5,1,1,8.5,1.118304403,0.000958607
5,0.1,1,3.3,1.233789032,0.000959855
0.4,0.1,0.5,8.4,1.123457602,0.000961178
2,1,1,4,1.13369596,0.000961617
5,1,0.5,3.1,1.019513219,0.000966035
0.4,0.5,1,8.6,1.049032477,0.000966764
0.4,0.1,1,8.4,1.123645737,0.000969465
2,0.1,0,4.5,1.0128498,0.000972815
2,0.1,0.5,8.3,1.184657569,0.000976824
2,0.5,1,4.4,1.205332621,0.000978959
2,0.5,1,4.6,1.18818407,0.00098229
2,0.5,1,4.5,1.199831255,0.000991397
0.4,0.1,1,5.2,1.240223847,0.00099263
2,1,0.5,3.8,1.020376743,0.000995015
2,0.5,0.5,8.5,1.100894603,0.00099581
2,0.5,1,4,1.198469109,0.001004811
5,0.1,0.5,3.5,1.140576024,0.001007121
5,0.5,0,3.1,0.998564765,0.001014682
2,0.5,0.5,4.6,1.101318908,0.001015483
5,1,1,3.2,1.109695886,0.001015602
5,0.1,0.5,8.3,1.200349774,0.001037272
5,0.1,1,8.3,1.205395591,0.001044149
0.4,0.1,0,5.3,1.014776905,0.001044539
5,0.5,0.5,8.5,1.115021948,0.001048408
2,1,1,3.9,1.129051338,0.001061572
5,0.1,0,3.6,1.018951393,0.001068061
5,0.5,0.5,3.3,1.08173913,0.001070984
0.4,0.5,0.5,8.7,1.049915091,0.001078267
0.4,1,0.5,8.9,1.018444666,0.001080986
0.4,0.5,0.5,5.6,1.049857579,0.001086831
0.4,0.5,1,5.6,1.11709678,0.001088245
2,0.5,1,3.9,1.194696486,0.001089929
5,0.5,0,9,1.01211655,0.001090023
5,1,0.5,8.6,1.083370429,0.001090734
0.4,1,0.5,5.1,1.013083481,0.001090767
0.4,1,1,5.5,1.069170437,0.001093994
5,0.1,1,3.2,1.233202537,0.001102279
2,0.5,0.5,4.5,1.104249137,0.001104036
2,0.1,1,4.5,1.286554562,0.001107075
2,0.5,0,9.3,1.003686327,0.001109605
2,0.1,0.5,4.8,1.168909491,0.001114481
5,0.5,0,3,1.000643915,0.001115533
2,1,0.5,3.7,1.016244988,0.001125742
0.4,1,0.5,5.2,1.014562367,0.001126318
2,0.5,0.5,4.4,1.101740505,0.001134135
5,0.5,1,3.2,1.139312707,0.001134992
0.4,0.1,0.5,5.8,1.172184756,0.001136301
2,1,1,8.6,1.098996604,0.001149653
2,0.5,0,9.4,1.001993355,0.001150099
0.4,0.1,1,5.1,1.244601192,0.001150494
2,1,0.5,8.7,1.056204231,0.001156759
0.4,0.1,1,8.5,1.122998805,0.001156974
2,0.1,1,8.4,1.17073718,0.001160953
0.4,1,1,8.7,1.054467684,0.001161596
5,1,0,9.2,1.006186478,0.001165641
0.4,0.1,0,8.7,1.070186291,0.001167651
5,0.5,1,8.5,1.142253275,0.001172341
0.4,0.1,0.5,8.5,1.124725465,0.001172426
5,0.1,0,8.6,1.097893808,0.001173402
2,0.1,1,3.7,1.355956016,0.001174535
2,0.5,1,8.5,1.126869396,0.001175923
2,0.1,1,3.8,1.35772675,0.001176106
2,0.1,0.5,8.4,1.187189153,0.001178415
2,0.1,0,4.4,1.012330728,0.001178753
0.4,0.5,1,8.7,1.046451298,0.001179472
2,0.1,1,3.6,1.349562996,0.001183257
5,1,1,8.6,1.120768926,0.001190142
2,0.1,0,8.6,1.087812636,0.001194156
2,0.1,1,3.9,1.362825714,0.001201643
2,1,1,3.8,1.121164299,0.001205597
2,0.5,1,3.8,1.190907827,0.001210118
5,0.1,0.5,3.4,1.141811381,0.00121383
5,1,1,3.1,1.105692041,0.001214716
2,0.1,1,3.5,1.343084982,0.001218619
0.4,0.1,0,5.2,1.012659634,0.001219372
0.4,0.5,1,5.5,1.117407613,0.001221054
5,1,0.5,3,1.016857934,0.001224651
5,1,0,9.3,1.004262877,0.001228179
2,0.5,0.5,4.3,1.099986586,0.001239078
2,1,0.5,3.6,1.012208657,0.001239247
2,0.1,1,4.4,1.319381898,0.001239775
2,0.1,1,4,1.366041729,0.001244842
2,0.5,0.5,8.6,1.103615724,0.001261064
5,0.1,0,3.5,1.017723415,0.001265328
2,0.1,1,4.1,1.361648224,0.001268559
2,0.1,1,3.4,1.337575911,0.001275756
5,0.1,0.5,8.4,1.205551934,0.001286073
5,0.1,1,8.4,1.213288633,0.00129219
2,0.5,0.5,4.2,1.094946759,0.001293144
2,0.1,0.5,4.7,1.185580214,0.001295367
0.4,1,1,5.4,1.07388618,0.001298114
2,0.1,1,4.3,1.345883446,0.001316427
0.4,0.5,0.5,5.5,1.048754789,0.001317454
2,0.1,1,4.2,1.36014615,0.001318073
5,0.1,1,3.1,1.234314083,0.001319956
0.4,0.5,0.5,8.8,1.047322062,0.00132031
5,0.5,0.5,8.6,1.117754251,0.00132257
2,1,0,3.7,0.998670213,0.001329787
0.4,1,0.5,9,1.017125556,0.001331097
5,0.5,0.5,3.2,1.076467387,0.001351056
0.4,0.5,1,5.4,1.118756109,0.001358471
2,0.1,1,3.3,1.330597,0.001362407
0.4,0.1,1,5,1.26231682,0.001398337
5,0.5,1,3.1,1.137936858,0.001398822
5,1,0.5,8.7,1.085423702,0.001399933
2,1,0.5,3.5,1.010349288,0.001400541
2,0.5,1,3.7,1.18744351,0.0014072
2,0.1,0.5,4.6,1.199934586,0.001411549
0.4,0.1,1,8.6,1.123932062,0.001415969
2,0.5,0.5,4.1,1.090558118,0.001426023
2,1,1,3.7,1.117661055,0.00142711
0.4,0.1,0,8.8,1.071693548,0.001441089
2,0.5,0,9.5,1.001447178,0.001447178
2,0.1,1,8.5,1.179276345,0.001448154
5,0.5,1,8.6,1.144818798,0.001457882
2,0.5,1,8.6,1.129278061,0.001459891
2,1,0.5,8.8,1.057448274,0.001461062
2,0.1,0.5,8.5,1.189663052,0.001466328
0.4,0.1,0.5,5.7,1.161654976,0.001468765
5,1,1,3,1.104359456,0.001473399
5,1,1,8.7,1.123085641,0.001474443
0.4,1,0.5,5,1.019844868,0.001477456
0.4,1,1,8.8,1.053487566,0.001477796
2,0.1,0.5,4.5,1.204447279,0.00148271
5,1,0.5,2.9,1.012998523,0.001483524
2,1,1,8.7,1.102412898,0.001489441
0.4,0.5,1,8.8,1.043068206,0.001489535
0.4,0.1,0.5,8.6,1.128086166,0.00149097
2,0.1,1,3.2,1.321030655,0.001495408
2,0.1,0,4.3,1.011997406,0.001495845
5,0.1,0.5,3.3,1.137654391,0.001498094
5,0.1,0,8.7,1.102651109,0.00150839
5,0.1,0,3.4,1.014183401,0.001522766
0.4,0.1,0,5.1,1.011661285,0.00152499
2,0.1,0,8.7,1.090118779,0.001529498
0.4,0.5,1,5.3,1.126017323,0.001531001
5,0.5,0,9.1,1.013046544,0.001547551
2,0.1,0.5,4.4,1.204222406,0.001549229
2,0.5,0.5,8.7,1.102073237,0.001552434
0.4,1,1,5.3,1.084287021,0.001575479
5,0.1,1,3,1.231115258,0.00158871
5,0.1,0.5,8.5,1.2091242,0.001598671
0.4,1,0.5,4.8,1.022401723,0.001609627
5,0.1,1,8.5,1.218537216,0.001617722
0.4,0.5,0.5,8.9,1.046539153,0.001636835
0.4,1,0.5,4.9,1.021156559,0.001637999
2,1,0.5,3.4,1.007352941,0.001638413
2,0.5,0.5,4,1.086367074,0.001640058
5,0.5,0.5,8.7,1.115011668,0.001642702
5,0.5,0.5,3.1,1.06998269,0.001654886
2,0.1,0.5,4.3,1.204477644,0.001659379
2,1,1,3.6,1.110185287,0.001663227
0.4,0.5,1,4.2,1.227543661,0.001681364
0.4,1,1,4.4,1.158978952,0.001688804
0.4,0.5,1,4.1,1.223716107,0.001692603
0.4,0.1,1,4.9,1.285057409,0.001702016
2,0.1,1,3.1,1.314818845,0.001704645
0.4,1,1,4.3,1.155519081,0.001704762
0.4,1,1,4.5,1.16335088,0.001705207
0.4,0.5,1,4,1.218244541,0.001713114
2,0.1,0,4.2,1.01253191,0.001726346
2,0.5,1,3.6,1.182277159,0.001726685
0.4,0.5,1,4.3,1.232006102,0.001730793
2,0.5,0,3.7,0.997542998,0.001736294
0.4,0.1,1,8.7,1.122474163,0.001737256
5,1,0.5,8.8,1.086147549,0.001748401
5,0.5,1,3,1.135057751,0.001751217
2,0.5,0.5,3.9,1.07733851,0.001754874
2,0.5,1,8.7,1.121397309,0.001761353
0.4,0.5,0.5,5.4,1.057554626,0.001765895
5,0.5,0,2.9,1.001026694,0.001778895
0.4,0.1,0,8.9,1.069973869,0.001782616
5,0.5,1,8.7,1.146804742,0.001784418
0.4,1,1,4.2,1.150264094,0.001789841
0.4,1,0.5,4.7,1.023296593,0.001805054
0.4,0.5,1,5.2,1.139853301,0.001805747
0.4,1,1,5.2,1.095282938,0.001806369
2,0.1,0.5,8.6,1.190581467,0.001809053
2,0.1,1,8.6,1.18620183,0.001816534
0.4,0.5,1,4.4,1.236099039,0.001818396
0.4,1,1,4.6,1.164289434,0.001833044
5,0.1,0,3.2,1.009321761,0.001839249
0.4,1,0.5,4.5,1.013336201,0.001840192
0.4,1,0.5,4.4,1.012182478,0.001840888
5,1,1,8.8,1.126141383,0.001842886
0.4,0.5,1,3.9,1.213801481,0.001857528
0.4,1,1,8.9,1.052926654,0.001890269
2,0.1,0.5,4.2,1.201578866,0.001891573
0.4,0.1,0.5,5.6,1.153662182,0.001899267
2,1,0.5,8.9,1.059343502,0.001908481
5,0.1,0.5,3.2,1.135758137,0.001911041
0.4,0.1,0.5,8.7,1.130970141,0.001916684
2,1,1,8.8,1.108873558,0.0019225
5,1,1,2.9,1.102760496,0.001932062
0.4,1,1,4.7,1.162440662,0.001944749
0.4,0.5,1,4.5,1.2393466,0.001949277
5,0.1,0.5,8.6,1.207812868,0.001961513
5,0.1,0,3.3,1.014380278,0.001965024
0.4,1,0.5,9.1,1.019754507,0.00196514
2,0.1,0,8.8,1.092247264,0.001973419
0.4,0.5,1,8.9,1.050403003,0.001979002
2,0.1,1,3,1.307364247,0.001991003
5,0.1,1,2.9,1.230162395,0.00199186
5,0.1,0,8.8,1.104371342,0.001993924
